CarID,Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
3027,Ford, fiesta,Manual,Petrol,2004.0,88936.0,200.0,44.1,1.4,84.0,0.0,2295
3455,VW, Passat,,Diesel,2016.0,50415.0,20.0,70.6,1.6,59.0,0.0,10499
1898,Opel, Astra,Manual,Petrol,2019.0,7774.0,,47.9,1.4,90.0,0.0,14578
1370,BMW, 3 Series,Semi-Auto,Petrol,2018.0,27800.0,145.0,48.7,2.0,53.0,4.0,22900
3038,Ford, Focus,Manual,Petrol,2016.0,45256.0,20.0,60.1,1.0,64.0,2.0,8498
2361,VW, Polo,Manual,Petrol,2015.0,38502.0,20.0,,1.2,33.0,1.0,8498
156,VW, Passat,Manual,Petrol,2019.0,5000.0,145.0,45.6,1.5,63.0,3.0,20999
2526,Opel, Astra,Manual,Diesel,2013.0,66339.0,125.0,60.1,2.0,90.0,4.0,6400
-51,Ford, Kuga,MANUAL,Diesel,2017.0,17407.0,145.0,64.2,1.5,70.0,1.0,16497
2732,Opel, Mokka,Manual,Petrol,2015.0,34997.0,200.0,,1.6,33.0,2.0,7798
3608,Hyundai, I30,Manual,Diesel,2015.0,50221.0,0.0,78.4,1.6,87.0,2.0,7298
643,VW, Polo,Manual,Petrol,2015.0,29768.0,20.0,60.1,1.0,43.0,2.0,7898
1973,Hyundai, I20,Manual,Petrol,2018.0,10000.0,145.0,46.3,1.2,85.0,0.0,9999
1467,Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017.0,10081.0,145.0,51.4,1.2,82.0,1.0,14999
3635,Audi,,Semi-Auto,Petrol,2017.0,28988.0,150.0,47.9,1.4,66.0,,21995
2971,Mercedes, C Class,Semi-Auto,Diesel,2019.0,7224.0,145.0,61.4,2.0,56.0,2.0,29399
2086,Ford, Focus,Manual,,2013.0,55173.0,30.0,56.5,1.0,57.0,2.0,5991
2784,VW, Golf,Manual,Diesel,2017.0,20665.0,0.0,74.3,1.6,52.0,3.0,12882
3690,Mercedes, GLE Class,Automatic,Petrol,2016.0,41199.0,300.0,32.8,3.0,31.0,0.0,29570
1034,Mercedes, E Class,Automatic,,2018.0,11309.0,,57.7,2.0,78.0,2.0,29750
330,VW, Touareg,Semi-Auto,Diesel,2019.0,2471.0,,34.0,3.0,56.0,4.0,43990
2288,Toyota, RAV4,Automatic,Hybrid,2017.0,44687.0,140.0,57.6,2.5,56.0,1.0,17900
2566,Ford, Kuga,Manual,Diesel,2017.0,22139.0,,64.2,1.5,69.0,2.0,13900
3480,BMW, 3 Series,Semi-Auto,Diesel,2019.0,11706.0,150.0,55.4,2.0,92.0,3.0,21450
3764,Opel, Astra,Manual,Diesel,2016.0,12311.0,0.0,85.6,1.6,33.0,1.0,8750
227,Opel, Corsa,Manual,Petrol,2018.0,14700.0,145.0,43.5,1.4,41.0,2.0,9658
-546,Toyota, Aygo,Manua,Petrol,2017.0,22613.0,0.0,69.0,1.0,87.0,4.0,6699
2897,Audi,,Manual,Petrol,2019.0,95204.18167360188,,38.2,2.0,75.0,2.0,23990
-418,Audi, q2,SEMI-AUTO,Petrol,2020.0,2500.0,145.0,42.2,1.5,62.0,3.0,27450
-312,BMW, 4 Series,Semi-Auto,iesel,2019.0,3849.0,145.0,60.1,2.0,98.0,4.0,26950
3127,BMW, 1 Series,Manual,Diesel,2016.0,34683.0,0.0,83.1,1.5,86.0,3.0,11000
527,Opel, Corsa,Manual,,2016.0,,30.0,55.4,1.4,80.0,3.0,6071
2310,Ford, Fiesta,Manual,Petrol,2012.0,53210.0,125.0,50.4,1.2,78.0,0.0,5495
3412,Toyota, RAV4,Manual,Diesel,2015.0,63000.0,165.0,49.6,2.2,93.0,3.0,10995
3955,Toyota, Hilux,Manual,Diesel,2018.0,24775.0,260.0,,2.4,98.0,3.0,19298
755,Skoda, Superb,Automatic,Petrol,2017.0,10629.0,160.0,44.8,2.0,83.0,4.0,19950
518,, Fiesta,Manual,Petrol,2017.0,55836.0,0.0,65.7,1.0,92.0,4.0,8550
1832,Audi, A8,Automatic,Diesel,2012.0,70894.0,235.0,44.1,3.0,35.0,2.0,13437
3269,VW, Up,Manual,Petrol,2015.0,8730.0,,61.4,1.0,80.0,0.0,6390
32,Hyundai, Tucson,Manual,Petrol,2019.0,9841.0,145.0,34.9,1.6,60.0,1.0,15499
2493,Ford, Fiesta,Manual,Petrol,2018.0,17050.0,145.0,65.7,1.0,50.0,4.0,11490
2484,Mercedes, CLS Class,Semi-Auto,Diesel,2019.0,11886.0,145.0,48.7,2.9,53.0,0.0,51540
2505,BMW, 4 Series,Automatic,Diesel,2015.0,92236.0,150.0,,3.0,96.0,3.0,13500
1793,Toyota, AYGO,Manual,Petrol,2019.0,7000.0,,57.7,1.0,35.0,2.0,11400
2303,Opel, Astra,Manual,Diesel,2017.0,72536.0,0.0,83.1,1.6,,4.0,7390
1323,BMW, 3 Series,Semi-Auto,Diesel,2019.0,4665.0,,52.3,2.0,87.0,1.0,27440
2664,Mercedes, A Class,Semi-Auto,,2017.0,12272.0,145.0,74.3,1.5,40.0,4.0,16065
744,BMW, X1,Automatic,Diesel,2017.0,22461.0,145.0,65.7,2.0,66.0,1.0,18000
733,VW, Passat,Manual,Diesel,2017.0,23895.0,20.0,67.3,2.0,90.0,2.0,13995
3726,Ford, Fiesta,Semi-Auto,Petrol,2017.0,14916.0,0.0,57.7,1.0,82.0,3.0,12000
-173,W, Polo,Manual,Petrol,2018.0,14597.0,145.0,62.8,1.0,84.0,2.0,12990
3861,Audi, Q3,Manual,Diesel,2013.0,36954.0,145.0,54.3,2.0,89.0,3.0,11699
3996,VW, Polo,Automatic,Petrol,2016.0,19662.0,,60.1,1.2,42.0,4.0,11500
501,Opel, Astra,Manual,Diesel,2018.0,40500.0,145.0,72.4,1.6,76.0,1.0,13999
794,Ford, Focus,Automatic,Petrol,2019.0,4146.0,145.0,47.9,1.5,76.0,4.0,18999
-304,BMW, 2 Series,semi-auto,Petrol,2019.0,7338.0,150.0,47.9,2.0,97.0,3.0,24690
2764,Toyota, RAV4,Manual,Diesel,2016.0,56437.0,125.0,60.1,2.0,35.0,1.0,13000
3307,BMW, 2 Series,Semi-Auto,Petrol,2017.0,14612.0,,38.2,3.0,65.0,2.0,20499
1907,VW, Golf,Manual,Diesel,2016.0,49650.0,0.0,74.3,1.6,61.0,3.0,10791
2404,Opel, Mokka X,Manual,Diesel,2017.0,36951.0,145.0,68.9,1.6,51.0,0.0,9999
2882,Skoda, Superb,Manual,Diesel,2017.0,26928.0,145.0,58.9,2.0,64.0,2.0,15101
783,Toyota, Yaris,Manual,Diesel,2017.0,34000.0,0.0,80.7,1.4,67.0,3.0,8295
1623,Mercedes, B Class,Manual,Petrol,2018.0,6364.0,145.0,49.6,1.6,59.0,0.0,16299
3933,BMW, 5 Series,Automatic,Diesel,2017.0,28893.0,150.0,68.9,2.0,98.0,0.0,18700
-229,VW, Golf,Automatic,PETROL,2019.0,10405.0,145.0,43.5,0.1864248827577972,42.0,1.0,21990
-557,VW, Touareg,Semi-Aut,Diesel,2019.0,6160.0,145.0,34.0,3.0,99.0,3.0,45900
229,VW, Golf,Manual,Diesel,2017.0,18341.0,145.0,60.1,2.0,63.0,3.0,18599
857,Toyota, Aygo,Manual,Petrol,2018.0,13658.0,145.0,56.5,1.0,60.0,0.0,8550
1551,Ford, Fiesta,Manual,Petrol,2018.0,6405.0,145.0,,1.0,84.0,3.0,13475
2146,BMW, X1,,Diesel,2019.0,202.0,150.0,60.1,2.0,93.0,1.0,28995
2325,Opel, Insignia,,Petrol,2014.0,52040.0,125.0,54.3,1.4,43.0,4.0,7495
408,BMW, 2 Series,Manual,Petrol,2019.0,10.0,145.0,52.3,1.5,36.0,4.0,23242
170,VW, Scirocco,Semi-Auto,Petrol,2017.0,18673.0,145.0,34.9,2.0,98.0,3.0,20550
540,Opel, Mokka,Manual,Petrol,2016.0,33116.0,160.0,,1.4,55.0,1.0,8998
-297,Aud, A1,Manual,Petrol,2017.0,26390.0,150.0,70.6,1.4,47.0,2.0,15700
1787,Ford, Fiesta,Manual,Petrol,2016.0,37189.0,,65.7,,38.0,4.0,6999
-536,Ford, Fiesta,Manua,Petrol,2019.0,,145.0,60.1,1.0,38.0,0.0,15300
2550,Toyota, RAV4,Manual,Diesel,2017.0,34633.0,125.0,60.1,2.0,99.0,4.0,16295
-26,BMW, 3 Series,Semi-Auto,iesel,2019.0,,145.0,65.7,2.0,40.0,1.0,25330
1572,Ford,Fiesta,Manual,Petrol,2015.0,22592.0,125.0,54.3,1.2,54.0,2.0,7991
3105,Mercedes, C Class,Semi-Auto,Petrol,2018.0,3748.0,145.0,44.1,1.5,33.0,3.0,28480
3757,Toyota, Aygo,Manual,Petrol,2017.0,6736.0,150.0,68.9,1.0,73.0,2.0,8475
2813,Mercedes, GLE Class,Automatic,,2017.0,8363.0,,47.9,2.1,78.0,4.0,27500
2915,Mercedes, CLS Class,Semi-Auto,Diesel,2015.0,33087.0,165.0,51.4,3.0,58.0,3.0,20498
3590,Hyundai, I10,Manual,Petrol,2018.0,2442.0,145.0,57.7,1.2,32.0,3.0,8995
1552,Opel, Astra,Manual,Petrol,2016.0,45890.0,20.0,64.2,1.0,94.0,4.0,7491
2015,BMW, 3 Series,Automatic,Diesel,2019.0,14590.0,145.0,52.3,2.0,99.0,1.0,27999
3427,BMW, 5 Series,Semi-Auto,Diesel,2019.0,4885.0,145.0,60.1,2.0,31.0,2.0,30450
3558,Audi, Q3,Manual,Petrol,2019.0,2288.0,145.0,40.9,1.5,88.0,3.0,26495
2107,Mercedes, A Class,Semi-Auto,Diesel,2017.0,16005.0,20.0,68.9,2.1,91.0,3.0,17360
3008,BMW,,Semi-Auto,Diesel,,8605.0,145.0,65.7,2.0,65.0,2.0,24908
3339,BMW, X1,Semi-Auto,Diesel,2019.0,9027.0,,50.4,2.0,54.0,0.0,26480
676,Mercedes, C Class,Semi-Auto,Petrol,2019.0,14297.0,,46.3,1.5,96.0,0.0,19799
2964,VW, Polo,Manual,Diesel,2019.0,7956.0,145.0,57.7,1.6,74.0,0.0,13790
1221,VW, Passat,Manual,Diesel,2015.0,61992.0,20.0,68.9,2.0,95.0,3.0,9295
2910,Audi, Q7,Automatic,Diesel,2011.0,94000.0,300.0,38.2,3.0,88.0,1.0,16494
-433,BMW,1 Series,Manual,etrol,2016.0,21909.0,125.0,52.3,1.5,38.0,2.0,13000
3519,Audi,A3,Semi-Auto,Petrol,2019.0,4000.0,145.0,44.1,,91.0,3.0,25499
43,Ford, Mondeo,Automatic,Diesel,2012.0,28139.0,160.0,50.4,2.0,99.0,0.0,7499
564,Skoda, Octavia,Manual,Petrol,2017.0,9545.0,20.0,62.8,1.0,,3.0,10746
-104,Mercedes, C Class,semi-auto,Diesel,2017.0,29198.0,,,2.1,95.0,0.0,19980
3111,Skoda, Octavia,Manual,Petrol,2017.0,7000.0,165.0,45.6,2.0,77.0,2.0,17495
3713,Hyundai, I30,Manual,Diesel,2014.0,38703.0,0.0,76.3,1.6,38.0,3.0,7174
2073,VW, Scirocco,Manual,Petrol,2017.0,44081.0,145.0,,2.0,44.0,4.0,14075
3488,VW, Passat,Manual,Diesel,2016.0,28426.0,0.0,76.3,1.6,97.0,0.0,11399
-311,Ford, Focus,Manual,Petrol,2013.0,42575.0,-45.78061048970173,56.5,1.0,91.0,2.0,5889
2283,Audi, Q5,Automatic,Diesel,2019.0,1547.0,145.0,,2.0,86.0,4.0,32500
1061,Audi, Q3,Semi-Auto,Petrol,2015.0,33845.0,145.0,47.9,1.4,49.0,3.0,16498
3653,Ford, Fiesta,Manual,Petrol,2018.0,26357.0,145.0,,1.0,33.0,0.0,10790
3829,VW, Polo,Automatic,Other,2017.0,30892.0,145.0,60.1,1.2,30.0,0.0,12495
3914,Mercedes, A Class,Semi-Auto,Diesel,2017.0,11456.0,20.0,70.6,2.1,52.0,0.0,16480
1210,Opel, Mokka X,Automatic,Diesel,2016.0,37323.0,145.0,,1.6,48.0,3.0,11700
3201,Ford, EcoSport,Manual,Petrol,2019.0,3207.0,145.0,27.70948954406702,1.0,74.0,1.0,16100
325,Ford, Mondeo,Automatic,Petrol,2017.0,30765.0,205.0,43.5,1.5,64.0,4.0,13000
2499,Skoda, fabia,Manual,Petrol,2019.0,13510.0,150.0,61.4,1.0,68.0,0.0,10995
2794,Audi, A1,Semi-Auto,Petrol,2017.0,13458.0,150.0,56.5,1.4,35.0,4.0,16970
2528,Audi, A7,Semi-Auto,Diesel,2019.0,76.0,145.0,47.1,2.0,82.0,0.0,35998
2822,Mercedes, SL CLASS,Automatic,Petrol,2018.0,1565.0,145.0,47.1,2.0,53.0,2.0,27890
620,BMW, 5 Series,Automatic,Hybrid,2019.0,1550.0,140.0,156.9,2.0,62.0,0.0,31550
2520,VW, Golf,Manual,Petrol,2020.0,899.0,145.0,47.1,1.5,31.0,1.0,20995
328,BMW, 4 Series,Semi-Auto,Petrol,2019.0,4415.0,145.0,45.6,2.0,50.0,3.0,24970
3896,Ford, Fiesta,Manual,Petrol,2018.0,28521.0,145.0,64.2,1.1,61.0,2.0,9500
897,Hyundai, I10,Manual,Petrol,2015.0,20905.0,30.0,,1.2,72.0,2.0,6620
1117,Skoda, Octavia,Semi-Auto,Diesel,2016.0,36400.0,30.0,64.2,2.0,46.0,4.0,11930
2812,Audi, A6,Semi-Auto,Petrol,2016.0,24827.0,,30.7,4.0,46.0,4.0,31991
-276,VW, Golf,manual,Petro,2017.0,9456.0,20.0,60.1,1.4,61.0,3.0,16490
1375,Hyundai, I10,Manual,Petrol,2018.0,11175.0,145.0,57.7,1.2,43.0,1.0,7850
-348,Opel, Meriva,Manual,petrol,2016.0,24381.0,145.0,47.1,1.4,40.0,1.0,6866
-59,Hyundai, I10,Manual,etrol,2017.0,16739.0,20.0,60.1,1.0,90.0,4.0,6795
1881,Mercedes, A Class,Manual,Diesel,2017.0,15015.0,145.0,,1.5,37.0,1.0,13499
2833,Mercedes, GLE Class,Automatic,Diesel,2016.0,42102.0,,39.2,3.0,73.0,0.0,34975
3613,Mercedes, A Class,Semi-Auto,Diesel,2019.0,3653.0,150.0,68.9,1.5,61.0,2.0,20199
1480,BMW, X1,Semi-Auto,Petrol,2019.0,3782.0,145.0,48.7,2.0,66.0,2.0,27980
2053,VW, Golf,Manual,Diesel,,23878.0,,74.3,1.6,77.0,3.0,11998
1244,Ford, Fiesta,Manual,Petrol,2018.0,8234.0,145.0,64.2,1.1,55.0,4.0,10500
809,Ford, Focus,Automatic,Petrol,2011.0,87600.0,160.0,44.1,1.6,85.0,0.0,4500
978,Mercedes, S Class,Automatic,Hybrid,2017.0,22657.0,20.0,61.4,,54.0,4.0,36890
2103,Ford, FOCUS,Manual,Petrol,2019.0,15608.0,145.0,60.1,1.0,84.0,4.0,16998
2292,Mercedes, E Class,Automatic,Diesel,2017.0,18902.0,145.0,65.7,2.0,98.0,4.0,22482
-523,Toyota, Yaris,Manual,Petro,2017.0,29399.0,145.0,58.9,1.5,46.0,2.0,9500
3784,BMW, 3 Series,Semi-Auto,Diesel,2015.0,25243.0,30.0,62.8,2.0,43.0,2.0,12998
1767,Ford, Focus,Manual,Petrol,2019.0,11939.0,150.0,49.6,1.0,80.0,1.0,17495
2287,VW, Tiguan,Manual,Diesel,2019.0,11112.0,145.0,47.9,2.0,78.0,1.0,23995
1360,Opel, Corsa,Manual,Petrol,2018.0,11367.0,145.0,20.745499786795904,1.4,42.0,3.0,7990
3809,Skoda, Fabia,Manual,Petrol,2017.0,17500.0,145.0,58.8,,41.0,0.0,8662
174,Audi, Q3,Manual,Diesel,2013.0,61278.0,145.0,,2.0,58.0,1.0,11498
3362,Ford, Focus,Manual,Petrol,2018.0,9795.0,145.0,58.9,1.0,32.0,3.0,14999
3583,BMW, 5 Series,Automatic,Diesel,2019.0,1550.0,145.0,62.8,2.0,94.0,1.0,29850
1126,Mercedes, A Class,Manual,Diesel,2015.0,64002.0,,65.7,2.1,71.0,2.0,11000
1720,BMW, 2 Series,Automatic,Petrol,2019.0,3286.0,145.0,39.8,3.0,50.0,0.0,27500
217,BMW, 1 Series,Manual,Diesel,2017.0,36274.0,145.0,70.6,1.5,86.0,4.0,12942
3315,VW, Golf,Manual,Diesel,2018.0,34756.0,150.0,61.4,1.6,69.0,0.0,15189
3442,Ford, Focu,Manual,Petrol,2018.0,16473.0,145.0,,1.0,50.0,1.0,11999
690,VW, Golf,Manual,Diesel,2019.0,10.0,145.0,55.4,,32.0,4.0,19498
3967,Ford, Fiesta,Manual,Petrol,,4798.0,145.0,65.7,1.0,98.0,1.0,12500
1822,Toyota, Aygo,Manual,Petrol,2019.0,9512.0,145.0,57.7,1.0,76.0,2.0,9716
3940,Skoda, Fabia,Manual,Petrol,2018.0,20236.0,150.0,64.2,1.0,83.0,2.0,7318
1444,Audi, Q5,Automatic,Diesel,2019.0,2000.0,145.0,39.2,2.0,85.0,0.0,30950
1427,BMW, 2 Series,Semi-Auto,Diesel,2020.0,1501.0,145.0,48.7,2.0,63.0,1.0,30995
3640,Audi, A5,Manual,Diesel,2015.0,48853.0,145.0,56.5,2.0,38.0,4.0,15998
2369,BMW, 4 Series,Semi-Auto,Petrol,2017.0,15333.0,160.0,45.6,2.0,58.0,1.0,19997
2749,Opel, Crossland X,Manual,Petrol,2019.0,8912.0,145.0,44.8,1.2,35.0,3.0,10890
2686,Toyota, Yaris,Manual,Petrol,2017.0,2781.0,150.0,58.9,1.5,37.0,3.0,9991
576,VW, T-Cross,Automatic,Petrol,2019.0,2010.0,145.0,45.6,1.0,85.0,2.0,18980
1557,Toyota, Yaris,Manual,Petrol,2019.0,3591.0,145.0,47.9,1.5,79.0,,12601
-79,Ford, Fiesta,manual,Petrol,2016.0,19763.0,125.0,54.3,1.2,125.10995148245615,2.0,7986
888,Skoda, Fabia,Manual,Petrol,2014.0,35929.0,125.0,53.3,1.2,85.0,2.0,6990
2655,Mercedes, C Class,Semi-Auto,Diesel,2018.0,11258.0,145.0,65.7,2.1,38.0,2.0,25999
3346,BMW, 3 Series,Automatic,Diesel,2018.0,10591.0,145.0,67.3,2.0,80.0,1.0,16200
2974,Ford, Focus,Manual,Diesel,2015.0,50004.0,0.0,74.3,1.5,57.0,3.0,8540
817,Opel, Corsa,Manual,Petrol,2017.0,17493.0,30.0,55.4,1.4,63.0,2.0,8479
208,Skoda, karoq,Automatic,Petrol,2018.0,20169.0,150.0,50.4,1.5,2.72515271650839,1.0,21495
293,Audi, A1,,Petrol,2017.0,25168.0,30.0,55.4,1.4,66.0,2.0,14399
1220,, 5 Series,Semi-Auto,Diesel,2019.0,3709.0,145.0,,3.0,96.0,0.0,37999
990,Audi,,Automatic,Diesel,2020.0,500.0,145.0,47.1,2.0,53.0,4.0,35490
3631,VW, Tiguan,Manual,Diesel,2016.0,8948.0,125.0,,2.0,49.0,0.0,17990
353,Ford, Fiesta,Manual,Petrol,2017.0,7210.0,0.0,65.7,1.0,33.0,2.0,11998
1672,Mercedes, C Class,Semi-Auto,Petrol,2019.0,707.0,,41.5,2.0,62.0,1.0,32099
2939,, GLC Class,Semi-Auto,Diesel,2016.0,26065.0,145.0,56.5,2.1,75.0,0.0,26320
2182,Ford, Fiesta,Manual,Petrol,2017.0,26000.0,150.0,65.7,1.0,51.0,4.0,9670
2586,VW,,Semi-Auto,Diesel,2017.0,36000.0,145.0,54.3,2.0,57.0,4.0,19700
2754,Opel, Corsa,Manual,Petrol,2019.0,7873.0,145.0,,1.4,97.0,2.0,9795
1657,Mercedes, A Class,Manual,Diesel,2016.0,30761.0,30.0,62.8,2.1,79.0,4.0,15000
2157,Toyota, Aygo,Manual,Petrol,2018.0,11262.0,145.0,,1.0,84.0,0.0,8158
-366,VW, Golf,Manual,Petro,2019.0,20010.0,145.0,49.6,1.0,83.0,0.0,14995
1338,BMW, 2 Series,Semi-Auto,Petrol,2019.0,15.0,145.0,,2.0,93.0,4.0,26806
2172,Mercedes, C Class,Semi-Auto,Petrol,2019.0,200.0,145.0,28.0,,60.0,0.0,88995
52,Ford, Focus,Automatic,Petrol,2013.0,45194.0,160.0,,1.6,95.0,0.0,6799
1553,Mercedes, c class,Semi-Auto,Diesel,2019.0,11064.0,,56.5,2.0,46.0,3.0,29480
2517,Mercedes, SL CLASS,Automatic,Petrol,2019.0,1623.0,145.0,47.1,2.0,,0.0,34120
3520,Toyota, Aygo,Manual,Petrol,2017.0,17000.0,150.0,68.9,1.0,58.0,4.0,7120
2372,VW, passat,Automatic,Hybrid,2019.0,9900.0,135.0,41.5,1.4,35.0,4.0,31000
2835,Ford, Fiesta,Manual,Petrol,2017.0,32482.0,,65.7,1.0,98.0,0.0,9950
1033,Ford, Focus,Manual,Diesel,2012.0,46849.0,20.0,67.3,1.6,38.0,1.0,7000
-409,Ford, Fiesta,Manual,petrol,2019.0,7036.0,145.0,58.9,2.6312004729689877,45.0,0.0,14599
1705,Opel, Astra,Manual,Petrol,2016.0,29131.0,150.0,47.1,,43.0,3.0,9998
3603,Ford, Fiesta,Manual,Petrol,2016.0,16647.0,0.0,65.7,1.0,91.0,1.0,9998
1426,VW, Tiguan,Semi-Auto,Diesel,2018.0,2315.0,145.0,57.6,2.0,93.0,0.0,20998
1192,Audi, A6,Automatic,Petrol,2018.0,16000.0,150.0,42.2,2.0,33.0,3.0,22000
30,Mercedes, E CLASS,Automatic,Diesel,2015.0,71496.0,160.0,51.4,2.1,66.0,0.0,13499
3820,Ford, Edge,Manual,Diesel,2017.0,27210.0,145.0,47.9,2.0,94.0,1.0,21060
-460,Skoda, Octavia,Semi-Auto,petro,2019.0,5906.0,145.0,55.4,1.5,35.0,3.0,16995
2452,BMW, X4,Semi-Auto,Diesel,2019.0,,145.0,40.9,,94.0,4.0,39450
436,Skoda, Octavia,Manual,Diesel,2019.0,13650.0,145.0,67.3,1.6,61.0,2.0,13990
912,BMW, X1,Automatic,Diesel,2019.0,123.0,145.0,60.1,2.0,52.0,1.0,28410
3661,Ford, Fiesta,Manual,Petrol,2018.0,19550.0,145.0,56.5,1.0,68.0,0.0,11200
-154,Mercedes, C Class,semi-auto,Petrol,2019.0,8960.0,145.0,46.3,1.5,94.0,4.0,25499
3487,Mercedes,,Semi-Auto,Petrol,2016.0,40000.0,205.0,43.5,2.0,90.0,0.0,20999
1905,Ford, Fiesta,Manual,Petrol,,9438.0,145.0,,1.0,79.0,2.0,11200
3274,VW, Passat,Semi-Auto,Diesel,2017.0,77445.0,145.0,70.6,1.6,94.0,4.0,11691
903,Opel, Insignia,Automatic,Diesel,2018.0,34647.0,145.0,55.4,1.6,95.0,2.0,13000
2668,Audi, Q3,Manual,Diesel,2015.0,60820.0,165.0,,2.0,77.0,2.0,13291
2124,VW, Golf,Manual,Petrol,2015.0,46987.0,200.0,39.8,2.0,90.0,1.0,17442
-508,yundai, Kona,Manual,Petrol,2020.0,2622.0,145.0,44.1,1.0,,4.0,16991
183,VW, Tiguan,Semi-Auto,Diesel,2017.0,32950.0,145.0,49.6,2.0,34.0,2.0,19200
3196,BMW, Z3,,Petrol,1998.0,56500.0,270.0,35.3,1.9,96.0,2.0,3950
1378,Ford, Ka+,Manual,Petrol,2017.0,26733.0,145.0,57.7,1.2,75.0,4.0,7500
321,BMW, 2 Series,Semi-Auto,Petrol,2018.0,8090.0,150.0,47.9,2.0,82.0,0.0,20870
-56,BM, X5,Automatic,,2015.0,48000.0,200.0,47.1,3.0,77.0,3.0,24990
1345,VW, Tiguan,Manual,Petrol,2018.0,14522.0,,46.3,1.4,38.0,1.0,18490
1662,Ford, Focus,Manual,Petrol,2018.0,17897.0,145.0,,1.0,62.0,4.0,13450
1627,Ford, B-MAX,Manual,Diesel,2014.0,38058.0,20.0,,1.6,93.0,1.0,7199
-82,Ford, Focus,manual,Petrol,2016.0,38313.0,,,1.0,75.0,0.0,8498
-49,Audi, A5,Automatic,Diesel,2019.0,10897.0,-60.68409479537365,47.9,2.0,47.0,2.0,34256
44,Audi, Q3,Semi-Auto,Petrol,2017.0,9078.0,145.0,40.4,2.0,68.0,4.0,24995
1157,, Mokka X,Semi-Auto,Petrol,2017.0,18200.0,,43.5,1.4,88.0,4.0,11810
2097,VW, Caddy Maxi Life,Semi-Auto,Diesel,2019.0,13309.0,150.0,58.9,2.0,99.0,1.0,18990
2772,Hyundai, I40,Manual,Diesel,2017.0,26500.0,150.0,,1.7,86.0,0.0,11388
1912,VW, Golf,Manual,Diesel,2020.0,99.0,145.0,57.7,1.6,55.0,1.0,18495
1260,Opel, Corsa,Manual,Petrol,2018.0,5800.0,,,1.4,62.0,0.0,9599
801,Ford, Edge,Semi-Auto,Diesel,2019.0,5542.0,145.0,37.2,2.0,30.0,2.0,32599
2698,Opel, mokka,Manual,Petrol,2016.0,17204.0,160.0,44.8,1.4,82.0,0.0,10698
2095,Ford, Fiesta,Manual,Petrol,2018.0,54400.0,145.0,64.2,1.1,69.0,4.0,7995
1173,Hyundai, Tucson,Manual,Petrol,2018.0,23091.0,145.0,44.8,1.6,50.0,0.0,13690
1954,VW, Polo,Manual,Petrol,2015.0,36413.0,20.0,60.1,1.0,80.0,1.0,7140
256,BMW, 3 Series,Manual,Diesel,2020.0,101.0,145.0,58.9,2.0,79.0,0.0,22990
3341,VW, Sharan,Semi-Auto,Diesel,2017.0,15352.0,150.0,54.3,2.0,84.0,1.0,19991
-469,Mercedes, GLA Class,Semi-Aut,Petrol,2019.0,11229.0,145.0,36.2,1.6,44.0,4.0,24799
1151,BMW, 3 Series,Manual,Diesel,2013.0,83000.0,30.0,62.8,2.0,97.0,2.0,7495
1924,Skoda, Octavia,Semi-Auto,Diesel,2013.0,52996.0,30.0,62.8,2.0,67.0,4.0,7999
647,BMW, M4,Manual,Petrol,2017.0,15500.0,330.0,32.1,3.0,71.0,0.0,35995
2468,Ford, Fiesta,Manual,Petrol,2018.0,24122.0,,64.2,1.1,93.0,4.0,9391
2836,Ford, focus,Manual,Diesel,2016.0,30086.0,0.0,74.3,1.5,85.0,0.0,10250
1419,Ford, Mondeo,Manual,Diesel,2015.0,73991.0,30.0,65.7,2.0,46.0,3.0,8470
-487,Hyundai, IX35,manual,Petrol,2014.0,39472.0,200.0,41.5,1.6,63.0,2.0,7750
1503,Mercedes, A Class,Semi-Auto,Petrol,2019.0,5931.0,145.0,28.5,1.3,90.0,1.0,23495
1476,Toyota, Yaris,Automatic,Petrol,2019.0,2999.0,145.0,47.9,1.5,59.0,3.0,13299
2115,Ford, Focus,Manual,Diesel,2017.0,24498.0,145.0,,2.0,34.0,0.0,16698
1292,Ford, Focus,Manual,Petrol,2019.0,,145.0,58.9,1.0,93.0,1.0,15295
3365,BMW, X4,Automatic,Diesel,2015.0,51532.0,145.0,54.3,2.0,80.0,0.0,19500
2659,BMW, X5,Automatic,Diesel,2015.0,36439.0,205.0,,3.0,31.0,1.0,28950
263,Mercedes, C Class,Manual,Petrol,2017.0,25820.0,125.0,53.3,2.0,96.0,2.0,14307
1417,VW, Polo,Manual,Petrol,2017.0,28233.0,150.0,60.1,1.2,55.0,1.0,10691
56,Mercedes, GLE Class,Semi-Auto,Diesel,2017.0,23632.0,,47.9,2.1,75.0,3.0,30199
695,Opel, Meriva,Automatic,Petrol,2017.0,3230.0,235.0,39.8,1.4,67.0,3.0,9998
1474,Ford, Focus,Manual,Petrol,2019.0,2112.0,145.0,60.1,1.0,92.0,4.0,17500
-362,FORD, Focus,Automatic,petrol,2018.0,22587.0,,,1.0,33.0,3.0,14500
1315,Ford, Fiesta,Manual,Petrol,2017.0,26394.0,145.0,,1.0,48.0,3.0,9991
3825,BMW, 2 Series,Semi-Auto,Petrol,2020.0,10.0,,50.4,1.5,36.0,0.0,20980
